Scientific,TipLabel,English,Taxonomy,Clade,BLFamilyLatin,BLFamilyEnglish,FamSequID,Order,OscSubOsc
Vidua regia,Vidua_regia,Queen Whydah,BL3,P7,Viduidae,Indigobirds and allies,185,PASSERIFORMES,Passeri
Vidua togoensis,Vidua_togoensis,Togo Paradise-whydah,BL3,P7,Viduidae,Indigobirds and allies,185,PASSERIFORMES,Passeri
Vidua fischeri,Vidua_fischeri,Straw-tailed Whydah,BL3,P7,Viduidae,Indigobirds and allies,185,PASSERIFORMES,Passeri
Vidua funerea,Vidua_funerea,Variable Indigobird,BL3,P7,Viduidae,Indigobirds and allies,185,PASSERIFORMES,Passeri
Vidua paradisaea,Vidua_paradisaea,Eastern Paradise-whydah,BL3,P7,Viduidae,Indigobirds and allies,185,PASSERIFORMES,Passeri
Vidua wilsoni,Vidua_wilsoni,Pale-winged Indigobird,BL3,P7,Viduidae,Indigobirds and allies,185,PASSERIFORMES,Passeri
Vidua obtusa,Vidua_obtusa,Broad-tailed Paradise-whydah,BL3,P7,Viduidae,Indigobirds and allies,185,PASSERIFORMES,Passeri
Vidua nigeriae,Vidua_nigeriae,Quailfinch Indigobird,BL3,P7,Viduidae,Indigobirds and allies,185,PASSERIFORMES,Passeri
Vidua maryae,Vidua_maryae,Jos Plateau Indigobird,BL3,P7,Viduidae,Indigobirds and allies,185,PASSERIFORMES,Passeri
Vidua macroura,Vidua_macroura,Pin-tailed Whydah,BL3,P7,Viduidae,Indigobirds and allies,185,PASSERIFORMES,Passeri
Vidua larvaticola,Vidua_larvaticola,Baka Indigobird,BL3,P7,Viduidae,Indigobirds and allies,185,PASSERIFORMES,Passeri
Vidua interjecta,Vidua_interjecta,Long-tailed Paradise-whydah,BL3,P7,Viduidae,Indigobirds and allies,185,PASSERIFORMES,Passeri
Anomalospiza imberbis,Anomalospiza_imberbis,Cuckoo Finch,BL3,P7,Viduidae,Indigobirds and allies,185,PASSERIFORMES,Passeri
Prunella rubida,Prunella_rubida,Japanese Accentor,BL3,P5,Prunellidae,Accentors,186,PASSERIFORMES,Passeri
Prunella rubeculoides,Prunella_rubeculoides,Robin Accentor,BL3,P5,Prunellidae,Accentors,186,PASSERIFORMES,Passeri
Prunella immaculata,Prunella_immaculata,Maroon-backed Accentor,BL3,P5,Prunellidae,Accentors,186,PASSERIFORMES,Passeri
Prunella atrogularis,Prunella_atrogularis,Black-throated Accentor,BL3,P5,Prunellidae,Accentors,186,PASSERIFORMES,Passeri
Prunella fagani,Prunella_fagani,Yemen Accentor,BL3,P5,Prunellidae,Accentors,186,PASSERIFORMES,Passeri
Prunella himalayana,Prunella_himalayana,Rufous-streaked Accentor,BL3,P5,Prunellidae,Accentors,186,PASSERIFORMES,Passeri
Prunella ocularis,Prunella_ocularis,Radde's Accentor,BL3,P5,Prunellidae,Accentors,186,PASSERIFORMES,Passeri
Prunella montanella,Prunella_montanella,Siberian Accentor,BL3,P5,Prunellidae,Accentors,186,PASSERIFORMES,Passeri
Prunella modularis,Prunella_modularis,Hedge Accentor,BL3,P5,Prunellidae,Accentors,186,PASSERIFORMES,Passeri
Prunella koslowi,Prunella_koslowi,Mongolian Accentor,BL3,P5,Prunellidae,Accentors,186,PASSERIFORMES,Passeri
Prunella collaris,Prunella_collaris,Alpine Accentor,BL3,P5,Prunellidae,Accentors,186,PASSERIFORMES,Passeri
Prunella strophiata,Prunella_strophiata,Rufous-breasted Accentor,BL3,P5,Prunellidae,Accentors,186,PASSERIFORMES,Passeri
Prunella fulvescens,Prunella_fulvescens,Brown Accentor,BL3,P5,Prunellidae,Accentors,186,PASSERIFORMES,Passeri
Peucedramus taeniatus,Peucedramus_taeniatus,Olive Warbler,BL3,P5,Peucedramidae,Olive Warbler,187,PASSERIFORMES,Passeri
Pyrrhula murina,Pyrrhula_murina,Azores Bullfinch,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Pyrrhula nipalensis,Pyrrhula_nipalensis,Brown Bullfinch,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Paroreomyza maculata,Paroreomyza_maculata,Oahu Alauahio,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Paroreomyza montana,Paroreomyza_montana,Maui Alauahio,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Pinicola enucleator,Pinicola_enucleator,Pine Grosbeak,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Pinicola subhimachala,Pinicola_subhimachala,Crimson-browed Finch,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Oreomystis mana,Oreomystis_mana,Hawaii Creeper,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Rhynchostruthus louisae,Rhynchostruthus_louisae,Somali Grosbeak,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Rhynchostruthus percivali,Rhynchostruthus_percivali,Arabian Grosbeak,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Pyrrhula erythaca,Pyrrhula_erythaca,Grey-headed Bullfinch,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Pyrrhula aurantiaca,Pyrrhula_aurantiaca,Orange Bullfinch,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Pyrrhoplectes epauletta,Pyrrhoplectes_epauletta,Gold-naped Finch,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Pyrrhula pyrrhula,Pyrrhula_pyrrhula,Eurasian Bullfinch,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Oreomystis bairdi,Oreomystis_bairdi,Akikiki,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Pseudonestor xanthophrys,Pseudonestor_xanthophrys,Maui Parrotbill,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Psittirostra psittacea,Psittirostra_psittacea,Ou,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Rhodopechys obsoletus,Rhodopechys_obsoletus,Desert Finch,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Rhynchostruthus socotranus,Rhynchostruthus_socotranus,Socotra Grosbeak,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Rhodopechys sanguineus,Rhodopechys_sanguineus,Crimson-winged Finch,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Palmeria dolei,Palmeria_dolei,Akohekohe,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Mycerobas melanozanthos,Mycerobas_melanozanthos,Spot-winged Grosbeak,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Mycerobas icterioides,Mycerobas_icterioides,Black-and-yellow Grosbeak,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Mycerobas carnipes,Mycerobas_carnipes,White-winged Grosbeak,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Mycerobas affinis,Mycerobas_affinis,Collared Grosbeak,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Pyrrhula erythrocephala,Pyrrhula_erythrocephala,Red-headed Bullfinch,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Pyrrhula leucogenis,Pyrrhula_leucogenis,White-cheeked Bullfinch,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Neospiza concolor,Neospiza_concolor,Sao Tome Grosbeak,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Serinus canaria,Serinus_canaria,Island Canary,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Serinus ankoberensis,Serinus_ankoberensis,Ankober Serin,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Serinus buchanani,Serinus_buchanani,Kenya Grosbeak-canary,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Serinus atrogularis,Serinus_atrogularis,Black-throated Seedeater,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Serinus burtoni,Serinus_burtoni,Thick-billed Seedeater,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Serinus albogularis,Serinus_albogularis,White-throated Canary,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Serinus alario,Serinus_alario,Black-headed Canary,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Serinus canicollis,Serinus_canicollis,Cape Canary,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Telespiza ultima,Telespiza_ultima,Nihoa Finch,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Vestiaria coccinea,Vestiaria_coccinea,Iiwi,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Serinus gularis,Serinus_gularis,Streaky-headed Seedeater,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Serinus sulphuratus,Serinus_sulphuratus,Brimstone Canary,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Serinus menachensis,Serinus_menachensis,Yemen Serin,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Serinus mennelli,Serinus_mennelli,Black-eared Seedeater,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Serinus capistratus,Serinus_capistratus,Black-faced Canary,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Serinus nigriceps,Serinus_nigriceps,Ethiopian Siskin,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Serinus flavivertex,Serinus_flavivertex,Yellow-crowned Canary,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Serinus reichardi,Serinus_reichardi,Reichard's Seedeater,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Serinus rothschildi,Serinus_rothschildi,Olive-rumped Serin,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Serinus rufobrunneus,Serinus_rufobrunneus,Principe Seedeater,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Serinus scotops,Serinus_scotops,Forest Canary,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Serinus melanochrous,Serinus_melanochrous,Kipengere Seedeater,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Serinus striolatus,Serinus_striolatus,Streaky Seedeater,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Serinus mozambicus,Serinus_mozambicus,Yellow-fronted Canary,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Serinus symonsi,Serinus_symonsi,Drakensberg Siskin,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Serinus syriacus,Serinus_syriacus,Syrian Serin,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Serinus thibetanus,Serinus_thibetanus,Tibetan Serin,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Serinus totta,Serinus_totta,Cape Siskin,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Serinus tristriatus,Serinus_tristriatus,Brown-rumped Seedeater,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Serinus whytii,Serinus_whytii,Yellow-browed Seedeater,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Serinus xantholaemus,Serinus_xantholaemus,Salvadori's Serin,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Uragus sibiricus,Uragus_sibiricus,Long-tailed Rosefinch,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Telespiza cantans,Telespiza_cantans,Laysan Finch,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Serinus serinus,Serinus_serinus,European Serin,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Serinus flaviventris,Serinus_flaviventris,Yellow Canary,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Serinus citrinelloides,Serinus_citrinelloides,Abyssinian Citril,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Serinus citrinipectus,Serinus_citrinipectus,Lemon-breasted Seedeater,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Serinus donaldsoni,Serinus_donaldsoni,Ethiopian Grosbeak-canary,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Serinus dorsostriatus,Serinus_dorsostriatus,White-bellied Canary,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Serinus pusillus,Serinus_pusillus,Fire-fronted Serin,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Serinus flavigula,Serinus_flavigula,Yellow-throated Seedeater,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Serinus leucopygius,Serinus_leucopygius,White-rumped Seedeater,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Serinus xanthopygius,Serinus_xanthopygius,Yellow-rumped Seedeater,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Serinus frontalis,Serinus_frontalis,Yellow-browed Citril,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Serinus hypostictus,Serinus_hypostictus,Grey-faced Citril,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Serinus estherae,Serinus_estherae,Mountain Serin,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Serinus leucopterus,Serinus_leucopterus,Protea Canary,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Serinus koliensis,Serinus_koliensis,Papyrus Canary,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Carduelis spinus,Carduelis_spinus,Eurasian Siskin,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Carduelis magellanica,Carduelis_magellanica,Hooded Siskin,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Carduelis flavirostris,Carduelis_flavirostris,Twite,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Carduelis johannis,Carduelis_johannis,Warsangli Linnet,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Carduelis sinica,Carduelis_sinica,Grey-capped Greenfinch,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Carduelis hornemanni,Carduelis_hornemanni,Hoary Redpoll,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Carduelis spinescens,Carduelis_spinescens,Andean Siskin,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Carpodacus roborowskii,Carpodacus_roborowskii,Tibetan Rosefinch,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Carduelis crassirostris,Carduelis_crassirostris,Thick-billed Siskin,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Carduelis monguilloti,Carduelis_monguilloti,Vietnam Greenfinch,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Carduelis lawrencei,Carduelis_lawrencei,Lawrence's Goldfinch,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Carduelis flammea,Carduelis_flammea,Common Redpoll,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Carduelis cucullata,Carduelis_cucullata,Red Siskin,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Carduelis dominicensis,Carduelis_dominicensis,Antillean Siskin,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Carpodacus rhodochlamys,Carpodacus_rhodochlamys,Red-mantled Rosefinch,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Carduelis tristis,Carduelis_tristis,American Goldfinch,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Carduelis uropygialis,Carduelis_uropygialis,Yellow-rumped Siskin,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Carduelis xanthogastra,Carduelis_xanthogastra,Yellow-bellied Siskin,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Carduelis yarrellii,Carduelis_yarrellii,Yellow-faced Siskin,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Carduelis yemenensis,Carduelis_yemenensis,Yemen Linnet,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Carpodacus purpureus,Carpodacus_purpureus,Purple Finch,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Carpodacus cassinii,Carpodacus_cassinii,Cassin's Finch,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Carpodacus puniceus,Carpodacus_puniceus,Red-fronted Rosefinch,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Carpodacus nipalensis,Carpodacus_nipalensis,Dark-breasted Rosefinch,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Carduelis spinoides,Carduelis_spinoides,Yellow-breasted Greenfinch,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Carduelis siemiradzkii,Carduelis_siemiradzkii,Saffron Siskin,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Carduelis chloris,Carduelis_chloris,European Greenfinch,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Carduelis olivacea,Carduelis_olivacea,Olivaceous Siskin,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Carduelis corsicana,Carduelis_corsicana,Mediterranean Citril Finch,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Carduelis psaltria,Carduelis_psaltria,Lesser Goldfinch,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Coccothraustes abeillei,Coccothraustes_abeillei,Hooded Grosbeak,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Coccothraustes coccothraustes,Coccothraustes_coccothraustes,Hawfinch,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Carduelis cannabina,Carduelis_cannabina,Eurasian Linnet,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Carpodacus pulcherrimus,Carpodacus_pulcherrimus,Beautiful Rosefinch,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
Carpodacus eos,Carpodacus_eos,Pink-rumped Rosefinch,BL3,P10,Fringillidae,Finches and Hawaiian honeycreepers,188,PASSERIFORMES,Passeri
