Scientific,TipLabel,English,Taxonomy,Clade,BLFamilyLatin,BLFamilyEnglish,FamSequID,Order,OscSubOsc
Tockus deckeni,Tockus_deckeni,Von der Decken's Hornbill,BL3,Bucerotidae,Bucerotidae,Hornbills,91,BUCEROTIFORMES,NONPASSERIFORMES
Tockus camurus,Tockus_camurus,Red-billed Dwarf Hornbill,BL3,Bucerotidae,Bucerotidae,Hornbills,91,BUCEROTIFORMES,NONPASSERIFORMES
Tockus bradfieldi,Tockus_bradfieldi,Bradfield's Hornbill,BL3,Bucerotidae,Bucerotidae,Hornbills,91,BUCEROTIFORMES,NONPASSERIFORMES
Tockus nasutus,Tockus_nasutus,African Grey Hornbill,BL3,Bucerotidae,Bucerotidae,Hornbills,91,BUCEROTIFORMES,NONPASSERIFORMES
Bycanistes brevis,Bycanistes_brevis,Silvery-cheeked Hornbill,BL3,Bucerotidae,Bucerotidae,Hornbills,91,BUCEROTIFORMES,NONPASSERIFORMES
Bycanistes albotibialis,Bycanistes_albotibialis,White-thighed Hornbill,BL3,Bucerotidae,Bucerotidae,Hornbills,91,BUCEROTIFORMES,NONPASSERIFORMES
Bycanistes bucinator,Bycanistes_bucinator,Trumpeter Hornbill,BL3,Bucerotidae,Bucerotidae,Hornbills,91,BUCEROTIFORMES,NONPASSERIFORMES
Bycanistes cylindricus,Bycanistes_cylindricus,Brown-cheeked Hornbill,BL3,Bucerotidae,Bucerotidae,Hornbills,91,BUCEROTIFORMES,NONPASSERIFORMES
Ceratogymna atrata,Ceratogymna_atrata,Black-casqued Hornbill,BL3,Bucerotidae,Bucerotidae,Hornbills,91,BUCEROTIFORMES,NONPASSERIFORMES
Bycanistes fistulator,Bycanistes_fistulator,Piping Hornbill,BL3,Bucerotidae,Bucerotidae,Hornbills,91,BUCEROTIFORMES,NONPASSERIFORMES
Bycanistes subcylindricus,Bycanistes_subcylindricus,Black-and-white-casqued Hornbill,BL3,Bucerotidae,Bucerotidae,Hornbills,91,BUCEROTIFORMES,NONPASSERIFORMES
Ceratogymna elata,Ceratogymna_elata,Yellow-casqued Hornbill,BL3,Bucerotidae,Bucerotidae,Hornbills,91,BUCEROTIFORMES,NONPASSERIFORMES
Aceros nipalensis,Aceros_nipalensis,Rufous-necked Hornbill,BL3,Bucerotidae,Bucerotidae,Hornbills,91,BUCEROTIFORMES,NONPASSERIFORMES
Aceros leucocephalus,Aceros_leucocephalus,Writhed Hornbill,BL3,Bucerotidae,Bucerotidae,Hornbills,91,BUCEROTIFORMES,NONPASSERIFORMES
Aceros everetti,Aceros_everetti,Sumba Hornbill,BL3,Bucerotidae,Bucerotidae,Hornbills,91,BUCEROTIFORMES,NONPASSERIFORMES
Aceros corrugatus,Aceros_corrugatus,Wrinkled Hornbill,BL3,Bucerotidae,Bucerotidae,Hornbills,91,BUCEROTIFORMES,NONPASSERIFORMES
Aceros comatus,Aceros_comatus,White-crowned Hornbill,BL3,Bucerotidae,Bucerotidae,Hornbills,91,BUCEROTIFORMES,NONPASSERIFORMES
Aceros cassidix,Aceros_cassidix,Knobbed Hornbill,BL3,Bucerotidae,Bucerotidae,Hornbills,91,BUCEROTIFORMES,NONPASSERIFORMES
Buceros hydrocorax,Buceros_hydrocorax,Rufous Hornbill,BL3,Bucerotidae,Bucerotidae,Hornbills,91,BUCEROTIFORMES,NONPASSERIFORMES
Anorrhinus austeni,Anorrhinus_austeni,Austen's Brown Hornbill,BL3,Bucerotidae,Bucerotidae,Hornbills,91,BUCEROTIFORMES,NONPASSERIFORMES
Anorrhinus galeritus,Anorrhinus_galeritus,Bushy-crested Hornbill,BL3,Bucerotidae,Bucerotidae,Hornbills,91,BUCEROTIFORMES,NONPASSERIFORMES
Aceros narcondami,Aceros_narcondami,Narcondam Hornbill,BL3,Bucerotidae,Bucerotidae,Hornbills,91,BUCEROTIFORMES,NONPASSERIFORMES
Anthracoceros albirostris,Anthracoceros_albirostris,Oriental Pied Hornbill,BL3,Bucerotidae,Bucerotidae,Hornbills,91,BUCEROTIFORMES,NONPASSERIFORMES
Anthracoceros coronatus,Anthracoceros_coronatus,Malabar Pied Hornbill,BL3,Bucerotidae,Bucerotidae,Hornbills,91,BUCEROTIFORMES,NONPASSERIFORMES
Aceros subruficollis,Aceros_subruficollis,Plain-pouched Hornbill,BL3,Bucerotidae,Bucerotidae,Hornbills,91,BUCEROTIFORMES,NONPASSERIFORMES
Anthracoceros marchei,Anthracoceros_marchei,Palawan Hornbill,BL3,Bucerotidae,Bucerotidae,Hornbills,91,BUCEROTIFORMES,NONPASSERIFORMES
Anthracoceros montani,Anthracoceros_montani,Sulu Hornbill,BL3,Bucerotidae,Bucerotidae,Hornbills,91,BUCEROTIFORMES,NONPASSERIFORMES
Aceros plicatus,Aceros_plicatus,Papuan Hornbill,BL3,Bucerotidae,Bucerotidae,Hornbills,91,BUCEROTIFORMES,NONPASSERIFORMES
Buceros rhinoceros,Buceros_rhinoceros,Rhinoceros Hornbill,BL3,Bucerotidae,Bucerotidae,Hornbills,91,BUCEROTIFORMES,NONPASSERIFORMES
Aceros waldeni,Aceros_waldeni,Rufous-headed Hornbill,BL3,Bucerotidae,Bucerotidae,Hornbills,91,BUCEROTIFORMES,NONPASSERIFORMES
Aceros undulatus,Aceros_undulatus,Wreathed Hornbill,BL3,Bucerotidae,Bucerotidae,Hornbills,91,BUCEROTIFORMES,NONPASSERIFORMES
Buceros bicornis,Buceros_bicornis,Great Hornbill,BL3,Bucerotidae,Bucerotidae,Hornbills,91,BUCEROTIFORMES,NONPASSERIFORMES
Anthracoceros malayanus,Anthracoceros_malayanus,Black Hornbill,BL3,Bucerotidae,Bucerotidae,Hornbills,91,BUCEROTIFORMES,NONPASSERIFORMES
Anorrhinus tickelli,Anorrhinus_tickelli,Tickell's Brown Hornbill,BL3,Bucerotidae,Bucerotidae,Hornbills,91,BUCEROTIFORMES,NONPASSERIFORMES
Bucorvus abyssinicus,Bucorvus_abyssinicus,Abyssinian Ground-hornbill,BL3,Bucerotidae,Bucorvidae,Ground-hornbills,92,BUCEROTIFORMES,NONPASSERIFORMES
Bucorvus cafer,Bucorvus_cafer,Southern Ground-hornbill,BL3,Bucerotidae,Bucorvidae,Ground-hornbills,92,BUCEROTIFORMES,NONPASSERIFORMES
Pteroglossus viridis,Pteroglossus_viridis,Green Aracari,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Ramphastos ambiguus,Ramphastos_ambiguus,Black-mandibled Toucan,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Ramphastos brevis,Ramphastos_brevis,Choco Toucan,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Pteroglossus torquatus,Pteroglossus_torquatus,Collared Aracari,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Ramphastos tucanus,Ramphastos_tucanus,White-throated Toucan,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Pogoniulus atroflavus,Pogoniulus_atroflavus,Red-rumped Tinkerbird,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Pteroglossus inscriptus,Pteroglossus_inscriptus,Lettered Aracari,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Pogoniulus coryphaeus,Pogoniulus_coryphaeus,Western Green-tinkerbird,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Ramphastos vitellinus,Ramphastos_vitellinus,Channel-billed Toucan,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Pogoniulus leucomystax,Pogoniulus_leucomystax,Moustached Green-tinkerbird,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Ramphastos sulfuratus,Ramphastos_sulfuratus,Keel-billed Toucan,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Ramphastos toco,Ramphastos_toco,Toco Toucan,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Pteroglossus aracari,Pteroglossus_aracari,Black-necked Aracari,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Pteroglossus frantzii,Pteroglossus_frantzii,Fiery-billed Aracari,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Pteroglossus castanotis,Pteroglossus_castanotis,Chestnut-eared Aracari,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Pteroglossus bitorquatus,Pteroglossus_bitorquatus,Red-necked Aracari,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Pteroglossus beauharnaesii,Pteroglossus_beauharnaesii,Curl-crested Aracari,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Pteroglossus bailloni,Pteroglossus_bailloni,Saffron Toucanet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Pogoniulus makawai,Pogoniulus_makawai,White-chested Tinkerbird,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Pogoniulus chrysoconus,Pogoniulus_chrysoconus,Yellow-fronted Tinkerbird,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Pteroglossus azara,Pteroglossus_azara,Ivory-billed Aracari,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Pogoniulus bilineatus,Pogoniulus_bilineatus,Yellow-rumped Tinkerbird,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Pogoniulus pusillus,Pogoniulus_pusillus,Red-fronted Tinkerbird,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Pogoniulus scolopaceus,Pogoniulus_scolopaceus,Speckled Tinkerbird,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Pogoniulus simplex,Pogoniulus_simplex,African Green-tinkerbird,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Pogoniulus subsulphureus,Pogoniulus_subsulphureus,Yellow-throated Tinkerbird,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Ramphastos dicolorus,Ramphastos_dicolorus,Red-breasted Toucan,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Pteroglossus pluricinctus,Pteroglossus_pluricinctus,Many-banded Aracari,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Ramphastos swainsonii,Ramphastos_swainsonii,Chestnut-mandibled Toucan,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Psilopogon pyrolophus,Psilopogon_pyrolophus,Fire-tufted Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Trachyphonus purpuratus,Trachyphonus_purpuratus,Yellow-billed Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Tricholaema hirsuta,Tricholaema_hirsuta,Hairy-breasted Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Trachyphonus darnaudii,Trachyphonus_darnaudii,D'Arnaud's Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Trachyphonus erythrocephalus,Trachyphonus_erythrocephalus,Red-and-yellow Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Trachyphonus margaritatus,Trachyphonus_margaritatus,Yellow-breasted Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Tricholaema melanocephala,Tricholaema_melanocephala,Black-throated Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Tricholaema leucomelas,Tricholaema_leucomelas,Pied Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Tricholaema lacrymosa,Tricholaema_lacrymosa,Spot-flanked Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Tricholaema frontata,Tricholaema_frontata,Miombo Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Trachyphonus vaillantii,Trachyphonus_vaillantii,Crested Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Trachyphonus usambiro,Trachyphonus_usambiro,Usambiro Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Stactolaema whytii,Stactolaema_whytii,Whyte's Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Selenidera maculirostris,Selenidera_maculirostris,Spot-billed Toucanet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Stactolaema anchietae,Stactolaema_anchietae,Anchieta's Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Stactolaema leucotis,Stactolaema_leucotis,White-eared Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Stactolaema olivacea,Stactolaema_olivacea,Green Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Selenidera nattereri,Selenidera_nattereri,Tawny-tufted Toucanet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Tricholaema diademata,Tricholaema_diademata,Red-fronted Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Selenidera gouldii,Selenidera_gouldii,Gould's Toucanet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Selenidera reinwardtii,Selenidera_reinwardtii,Golden-collared Toucanet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Selenidera piperivora,Selenidera_piperivora,Guianan Toucanet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Selenidera spectabilis,Selenidera_spectabilis,Yellow-eared Toucanet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Semnornis frantzii,Semnornis_frantzii,Prong-billed Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Semnornis ramphastinus,Semnornis_ramphastinus,Toucan Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Capito niger,Capito_niger,Black-spotted Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Capito quinticolor,Capito_quinticolor,Five-coloured Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Buccanodon duchaillui,Buccanodon_duchaillui,Yellow-spotted Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Capito wallacei,Capito_wallacei,Scarlet-banded Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Capito dayi,Capito_dayi,Black-girdled Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Andigena nigrirostris,Andigena_nigrirostris,Black-billed Mountain-toucan,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Capito hypoleucus,Capito_hypoleucus,White-mantled Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Capito maculicoronatus,Capito_maculicoronatus,Spot-crowned Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Capito brunneipectus,Capito_brunneipectus,Brown-chested Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Capito aurovirens,Capito_aurovirens,Scarlet-crowned Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Capito auratus,Capito_auratus,Gilded Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Andigena laminirostris,Andigena_laminirostris,Plate-billed Mountain-toucan,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Aulacorhynchus coeruleicinctis,Aulacorhynchus_coeruleicinctis,Blue-banded Toucanet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Aulacorhynchus haematopygus,Aulacorhynchus_haematopygus,Crimson-rumped Toucanet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Aulacorhynchus huallagae,Aulacorhynchus_huallagae,Yellow-browed Toucanet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Aulacorhynchus prasinus,Aulacorhynchus_prasinus,Emerald Toucanet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Calorhamphus fuliginosus,Calorhamphus_fuliginosus,Brown Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Andigena hypoglauca,Andigena_hypoglauca,Grey-breasted Mountain-toucan,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Aulacorhynchus derbianus,Aulacorhynchus_derbianus,Chestnut-tipped Toucanet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Capito squamatus,Capito_squamatus,Orange-fronted Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Andigena cucullata,Andigena_cucullata,Hooded Mountain-toucan,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Aulacorhynchus sulcatus,Aulacorhynchus_sulcatus,Groove-billed Toucanet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Lybius undatus,Lybius_undatus,Banded Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Lybius vieilloti,Lybius_vieilloti,Vieillot's Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Lybius chaplini,Lybius_chaplini,Zambian Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Megalaima oorti,Megalaima_oorti,Black-browed Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Megalaima pulcherrima,Megalaima_pulcherrima,Golden-naped Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Megalaima javensis,Megalaima_javensis,Black-banded Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Megalaima incognita,Megalaima_incognita,Moustached Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Megalaima rafflesii,Megalaima_rafflesii,Red-crowned Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Gymnobucco bonapartei,Gymnobucco_bonapartei,Grey-throated Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Eubucco richardsoni,Eubucco_richardsoni,Lemon-throated Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Gymnobucco calvus,Gymnobucco_calvus,Naked-faced Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Lybius bidentatus,Lybius_bidentatus,Double-toothed Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Gymnobucco peli,Gymnobucco_peli,Bristle-nosed Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Megalaima zeylanica,Megalaima_zeylanica,Brown-headed Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Megalaima viridis,Megalaima_viridis,White-cheeked Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Lybius dubius,Lybius_dubius,Bearded Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Megalaima asiatica,Megalaima_asiatica,Blue-throated Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Megalaima nuchalis,Megalaima_nuchalis,Taiwan Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Megalaima virens,Megalaima_virens,Great Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Eubucco versicolor,Eubucco_versicolor,Versicoloured Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Megalaima monticola,Megalaima_monticola,Mountain Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Eubucco tucinkae,Eubucco_tucinkae,Scarlet-hooded Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Eubucco bourcierii,Eubucco_bourcierii,Red-headed Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Megalaima armillaris,Megalaima_armillaris,Flame-fronted Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Megalaima lineata,Megalaima_lineata,Lineated Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Megalaima australis,Megalaima_australis,Blue-eared Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Megalaima chrysopogon,Megalaima_chrysopogon,Gold-whiskered Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Megalaima corvina,Megalaima_corvina,Brown-throated Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Megalaima eximia,Megalaima_eximia,Bornean Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Megalaima faber,Megalaima_faber,Chinese Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Megalaima lagrandieri,Megalaima_lagrandieri,Red-vented Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Megalaima faiostricta,Megalaima_faiostricta,Green-eared Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Megalaima flavifrons,Megalaima_flavifrons,Yellow-fronted Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Megalaima franklinii,Megalaima_franklinii,Golden-throated Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Lybius torquatus,Lybius_torquatus,Black-collared Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Megalaima haemacephala,Megalaima_haemacephala,Coppersmith Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Gymnobucco sladeni,Gymnobucco_sladeni,Sladen's Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Lybius rubrifacies,Lybius_rubrifacies,Red-faced Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Megalaima rubricapillus,Megalaima_rubricapillus,Crimson-fronted Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Megalaima mystacophanos,Megalaima_mystacophanos,Red-throated Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Lybius rolleti,Lybius_rolleti,Black-breasted Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Lybius minor,Lybius_minor,Black-backed Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Lybius melanopterus,Lybius_melanopterus,Brown-breasted Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Lybius leucocephalus,Lybius_leucocephalus,White-headed Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Lybius guifsobalito,Lybius_guifsobalito,Black-billed Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Megalaima henricii,Megalaima_henricii,Yellow-crowned Barbet,BL3,Ramphastidae,Ramphastidae,Toucans and barbets,93,PICIFORMES,NONPASSERIFORMES
Prodotiscus regulus,Prodotiscus_regulus,Wahlberg's Honeyguide,BL3,Indicatoridae,Indicatoridae,Honeyguides,94,PICIFORMES,NONPASSERIFORMES
Prodotiscus insignis,Prodotiscus_insignis,Cassin's Honeyguide,BL3,Indicatoridae,Indicatoridae,Honeyguides,94,PICIFORMES,NONPASSERIFORMES
Prodotiscus zambesiae,Prodotiscus_zambesiae,Green-backed Honeyguide,BL3,Indicatoridae,Indicatoridae,Honeyguides,94,PICIFORMES,NONPASSERIFORMES
Melichneutes robustus,Melichneutes_robustus,Lyre-tailed Honeyguide,BL3,Indicatoridae,Indicatoridae,Honeyguides,94,PICIFORMES,NONPASSERIFORMES
Indicator maculatus,Indicator_maculatus,Spotted Honeyguide,BL3,Indicatoridae,Indicatoridae,Honeyguides,94,PICIFORMES,NONPASSERIFORMES
